source_row_number,legajo_canonico,row_kind,raw_ubicacion,ncp,ncp_formatted,sec,gru,nmanz,nparc,lon,lat,geolocation_source,location_verification_status,zonificacion,fecha_de_visado,tipo,destino_uso,relevamiento_o_existente,a_contruir_obra_nueva,ampliacion_de_obra_existente,proyectado_no_iniciado,m_existentes_relevados_vivienda,m_existentes_relevados_local,m_a_construir_vivienda,m_a_construir_local
126,122,detail,"Calle Pública ""El Mojón"" s/N°, (Loteo San Juan 1)",0100010151110014--001--,0100010151110014--001--,15,111,14,1,-58.20688932,-32.27163108,automatic,missing_address_point,Núcleo Urbano Ampliado,2020-12-14,Vivienda unifamiliar,vivienda,,1,,,,,176.76,
127,123,detail,Calle Pública s/N°,0100010063410002--007--,0100010063410002--007--,6,341,2,7,-58.16116502,-32.21607164,automatic,missing_address_point,Ampliación Actividad Turística Norte,2020-12-15,Vivienda unifamiliar,vivienda,,1,,,,,118.97,
128,125,detail,Gouchón Nº 652 esq. Primera Junta,0100010000000047--001--,0100010000000047--001--,0,0,47,1,-58.14650720,-32.22366236,automatic,verified_close,Urbana 1,2020-12-15,Vivienda unifamiliar,vivienda,1,,,,50.23,,,
129,127,detail,Avda Paysandú N° 1123,0100011010490381--007--,0100011010490381--007--,101,49,381,7,-58.15909354,-32.22474875,automatic,verified_close,Urbana 2,2020-12-16,Vivienda unifamiliar,vivienda,,,1,,95.73,,,
130,128,detail,Juana Azurduy s/N°,0100010063310002--007--,0100010063310002--007--,6,331,2,7,-58.16915859,-32.20971937,automatic,missing_address_point,Sub Urbana - AREA 2,2020-12-16,Vivienda multifamiliar,vivienda,2,,,,13.40,,,
131,126,detail,Calle Pública s/N°,0100010101370004--005--,0100010101370004--005--,10,137,4,5,-58.21016880,-32.25387287,automatic,missing_address_point,Núcleo Urbano Ampliado,2020-12-16,Vivienda unifamiliar,vivienda,,1,,,,,171.45,
132,124,detail,Gouchón N° e/ Salta y Primera Junta,0100010000000046--009--,0100010000000046--009--,0,0,46,9,-58.14706458,-32.22349315,automatic,missing_address_point,Urbana 1,2020-12-15,Vivienda unifamiliar,vivienda,,1,,,,,258.02,
133,131,detail,Cementerio,,,,,,,,,automatic,missing_both_points,,2020-12-23,Panteón Familiar,panteón familiar,,1,,,,,,7.84
134,129,detail,Avda. Paysandú N° 1118 Y 1120,0100011010480380--006--,0100011010480380--006--,101,48,380,6,-58.15866797,-32.22503158,automatic,verified_close,Urbana 2,2020-12-17,Local Comercial,comercial,,1,,,,,,341.13
135,130,detail,Calle Pública s/N°,0100010123270011--009--,0100010123270011--009--,12,327,11,9,-58.16179063,-32.22739336,automatic,missing_address_point,Urbana 2,2020-12-18,"Galpón, Depósito, Taller",productivo,1,,,,,140.09,,
136,132,detail,"Eduardo Torrieri Nº (Ex 24),  Alberdi N° 1334",0100010000000283--010--,0100010000000283--010--,0,0,283,10,-58.15906240,-32.23034050,automatic,missing_address_point,Urbana 1,2020-12-23,Local comercial,comercial,,2,,,,,,41.00
