source_row_number,legajo_canonico,row_kind,raw_ubicacion,ncp,ncp_formatted,sec,gru,nmanz,nparc,lon,lat,geolocation_source,location_verification_status,zonificacion,fecha_de_visado,tipo,destino_uso,relevamiento_o_existente,a_contruir_obra_nueva,ampliacion_de_obra_existente,proyectado_no_iniciado,m_existentes_relevados_vivienda,m_existentes_relevados_local,m_a_construir_vivienda,m_a_construir_local
20,19,detail,Combatiente de Malvinas N° 130,0100010000000801--010--,0100010000000801--010--,0,0,801,10,-58.14367880,-32.21164941,automatic,verified_close,Residencial Norte,2020-04-21,Vivienda multifamiliar,vivienda,3,,,,132.83,,,
21,20,detail,Calle Pública s/Nº,0100010123270003--018--,0100010123270003--018--,12,327,3,18,-58.16117710,-32.23040484,automatic,missing_address_point,,2020-04-21,Instituto de enseñanza,instituto de enseñanza,,1,,,,,,220.50
22,21,detail,"Ramírez N° 145, esq. Gouchón",0100010000000019--015--,0100010000000019--015--,0,0,19,15,-58.14874732,-32.22526261,automatic,verified_close,Urbana 1,2020-05-19,Vivienda unifamiliar + Local comercial,vivienda,3,1,,,,,82.80,
24,23,detail,Calle Pública s/N° (Loteo Papurello),0100010162230003--004--,0100010162230003--004--,16,223,3,4,-58.18338511,-32.25621902,automatic,missing_address_point,Núcleo Urbano Ampliado,2020-05-29,Vivienda unifamiliar,vivienda,1,,,,86.50,,,
26,25,detail,Avda Paysandú N.º 1198 esq. Araujo Penón,0100011010340352--006--,0100011010340352--006--,101,34,352,6,-58.15999107,-32.22590445,automatic,verified_close,Urbana 2,2020-06-02,Vivienda unifamiliar,vivienda,,,1,,54.12,,97.31,
27,26,detail,"Rocamora N.º 803 y Ramírez N.º 406, 410",0100010000000529--006--,0100010000000529--006--,0,0,529,6,-58.15291860,-32.22155790,automatic,missing_address_point,Urbana 1,2020-06-29,Vivienda multifamiliar,vivienda,,3,,,,,267.47,
28,27,detail,Bolívar N° 180,0100010000000184--020--,0100010000000184--020--,0,0,184,20,-58.13808731,-32.21894392,automatic,verified_close,Centro,2020-06-29,"Galpón depósito, Local comercial",comercial,1,1,,,,,,243.97
29,28,detail,Calle Pública s/N° (Loteo San Juan),0100010151110006--001--,0100010151110006--001--,15,111,6,1,-58.20860831,-32.26909530,automatic,missing_address_point,Zona de Quintas,2020-06-30,Vivienda unifamiliar,vivienda,,1,,,,,310.90,
31,30,detail,Chacabuco N° 155 esquina 3 de Febrero,0100010000000181--006--,0100010000000181--006--,0,0,181,6,-58.13940524,-32.21691821,automatic,verified_nearby,Residencial Norte,2020-07-03,Vivienda unifamiliar,vivienda,,1,,,,,214.42,
32,31,detail,Calle Pública s/N°,0100010151810002--004--,0100010151810002--004--,15,181,2,4,-58.19509494,-32.25592699,automatic,missing_address_point,Zona de Quintas,2020-07-08,Vivienda unifamiliar,vivienda,,1,,,,,85.80,
33,519657,detail,Luís Federico Leloir N.º e/J. M. de Rosas y Artalaz (Loteo Heis de Bogado),0100010063540000--089--,0100010063540000--089--,6,354,0,89,-58.16012735,-32.21089409,automatic,missing_address_point,Ampliación turística norte,,Vivienda multifamiliar,vivienda,2,,,,63.60,,,
34,32,detail,Tratado del Pilar N.º 226,0100010000000755--017--,0100010000000755--017--,0,0,755,17,-58.14602857,-32.21220718,automatic,verified_close,Residencial Norte,2020-07-08,Vivienda unifamiliar,vivienda,1,,,,63.74,,,
35,33,detail,Cabo Pereyra N° 226,0100010123260016--006--,0100010123260016--006--,12,326,16,6,-58.15949220,-32.23066985,automatic,verified_close,Urbana 2,2020-07-08,Vivienda unifamiliar,vivienda,1,,,,65.84,,,
36,34,detail,San Martín N° 1211,0100010000000319--005--,0100010000000319--005--,0,0,319,5,-58.15486189,-32.23169353,automatic,verified_close,Urbana,2020-07-13,Local comercial,comercial,,1,,,,,,118.25
37,35,detail,Los Bretes,0100010170030008--011--,0100010170030008--011--,17,3,8,11,-58.12939880,-32.24404524,automatic,missing_address_point,Ampliación turística,2020-07-14,Vivienda unifamiliar,vivienda,,1,,,,,393.10,
38,36,detail,Rocamora N° 819,0100010000000529--008--,0100010000000529--008--,0,0,529,8,-58.15313547,-32.22165600,automatic,verified_close,Urbana 1,2020-07-14,Vivienda multifamiliar,vivienda,3,,,,100.18,,,
39,37,detail,Bolívar N.º 724,0100010000000037--016--,0100010000000037--016--,0,0,37,16,-58.14683239,-32.22521275,automatic,verified_close,Urbana 1,2020-07-14,Vivienda unifamiliar,vivienda,,,1,,,,76.02,
40,38,detail,Agustín Craviotto N° 1208,0100011020260309--003--,0100011020260309--003--,102,26,309,3,-58.14856822,-32.23810366,automatic,missing_address_point,Urbana 2,2020-07-15,Vivienda unifamiliar + GALPON,vivienda,2,,,,61.17,86.73,,
41,39,detail,"Artigas N.º 211, esq. Reibel",0100010000000105--001--,0100010000000105--001--,0,0,105,1,-58.13962840,-32.22541158,automatic,verified_nearby,,2020-07-20,Sanatorio,sanatorio,1,,,,,22.38,,
42,40,detail,"Bvard. Ferrari N° 1101, 1103",0100011020410365--002--,0100011020410365--002--,102,41,365,2,-58.14771012,-32.23570750,automatic,verified_close,Urbana 2,2020-07-21,Vivienda multifamiliar + Locales comerciales,vivienda,5,,,,209.25,88.51,,
43,41,detail,"Gouchón N° 667, 669",0100010000000046--008--,0100010000000046--008--,0,0,46,8,-58.14685743,-32.22352874,automatic,verified_close,Urbana 1,2020-07-22,Vivienda unifamiliar,vivienda,1,1,,,,,93.86,
44,42,detail,Calle Paraiso s/N° (Loteo Ayres de 1872),0100010112470004--003--,0100010112470004--003--,11,247,4,3,-58.18170225,-32.24445450,automatic,missing_address_point,Núcleo Urbano Ampliado,2020-07-24,Vivienda unifamiliar,vivienda,,1,,,,,665.55,
46,44,detail,Chacabuco N.º 875,0100010000000511--004--,0100010000000511--004--,0,0,511,4,-58.15117496,-32.22535629,automatic,verified_close,Urbana 1,2020-08-05,Vivienda unifamiliar,vivienda,,1,,,,,138.03,
47,45,detail,Emilio Gouchón N.º 479,0100010000000098--009--,0100010000000098--009--,0,0,98,9,-58.14416002,-32.22154071,automatic,missing_address_point,Centro,2020-08-19,Vivienda multifamiliar,vivienda,2,,,,134.38,,,
48,46,detail,María Isabel Fernández N° 141,0100010000000276--012--,0100010000000276--012--,0,0,276,12,-58.15405272,-32.23529320,automatic,missing_address_point,Urbana 1,2020-08-21,Vivienda Multifamiliar,vivienda,3,,,,147.24,,,
49,47,detail,Calle Salsipuedes s/N°,0100010123270008--005--,0100010123270008--005--,12,327,8,5,-58.16434456,-32.23004117,automatic,missing_address_point,Urbana 2,2020-08-26,Vivienda unifamiliar,vivienda,1,,,,135.47,,,
50,48,detail,Reibel N° e/ Leguizamón y Monteagudo,0100010000000026--019--,0100010000000026--019--,0,0,26,19,-58.14383243,-32.22979108,automatic,missing_address_point,Urbana,2020-08-29,Vivienda unifamiliar,vivienda,,1,,,,,288.35,
51,49,detail,Calle Pública s/N°,0100010123270006--002--,0100010123270006--002--,12,327,6,2,-58.16489724,-32.23146535,automatic,missing_address_point,Urbana 2,2020-08-28,Local comercial,comercial,1,,,,,,,193.67
52,50,detail,Calle Pública s/N°,0100010113100002--033--,0100010113100002--033--,11,310,2,33,-58.16699284,-32.22912135,automatic,missing_address_point,Núcleo Urbano Ampliado,2020-08-28,Vivienda multifamiliar,vivienda,,6,,,,,424.73,
54,52,detail,3 de Febrero N° 319 e/ Paso de los Andes y Bvard Gaillard,0100010000000206--007--,0100010000000206--007--,0,0,206,7,-58.14070662,-32.21506120,automatic,review_medium_gap,Residencial Norte,2020-09-03,Quincho,quincho,1,,,,,,36.45,
55,53,detail,Celia Pellenc N° 124,0100010000000482--003--,0100010000000482--003--,0,0,482,3,-58.15045164,-32.22697521,automatic,verified_close,Urbana,2020-09-03,Vivienda multifamiliar,vivienda,2,,,,112.37,,,
56,54,detail,Padre Duce N° 104,0100010000000299--004--,0100010000000299--004--,0,0,299,4,-58.15633641,-32.23157257,automatic,missing_address_point,Urbana,2020-09-04,Vivienda unifamiliar,vivienda,,1,,,,,180.80,
57,55,detail,Cabo Pereyra N° ..,0100010123270011--003--,0100010123270011--003--,12,327,11,3,-58.16098630,-32.22768396,automatic,missing_address_point,Urbana,2020-09-04,Cancha Fútbol 5,cancha fútbol 5,1,,,,,21.85,,
58,56,detail,Bolívar N° 177,0100010000000183--006--,0100010000000183--006--,0,0,183,6,-58.13827931,-32.21861006,automatic,verified_close,Centro,2020-09-04,Local Comercial,comercial,1,,,,,172.44,,
59,57,detail,12 de Abril N° 385,0100010000000129--022--,0100010000000129--022--,0,0,129,22,-58.14035746,-32.22252276,automatic,verified_close,Centro,2020-09-15,Local Comercial,comercial,,1,,,,,,374.31
60,58,detail,"Ramírez N° 145, esq. Gouchón",0100010000000019--015--,0100010000000019--015--,0,0,19,15,-58.14874732,-32.22526261,automatic,verified_close,Urbana 1,2020-09-15,Vivienda unifamiliar + Local comercial,vivienda,3,1,,,,,72.15,
61,59,detail,"M. Moreno N° 831, 833",0100010000000006--003--,0100010000000006--003--,0,0,6,3,-58.14638422,-32.22866947,automatic,verified_close,Urbana 1,2020-09-16,Vivienda unifamiliar + Local comercial,vivienda,2,,,,88.70,67.53,,
62,60,detail,Calle Privada (Ibirá Pita) s/N°,0100010170030002--018--,0100010170030002--018--,17,3,2,18,-58.13411946,-32.24360901,automatic,missing_address_point,Amplaición Actividad Turístia Sur,2020-09-25,Vivienda unifamiliar,vivienda,,1,,,,,168.57,
63,61,detail,Monteagudo N° e/ Avda Urquiza y Moreno,0100010000000023--010--,0100010000000023--010--,0,0,23,10,-58.14599186,-32.22806752,automatic,missing_address_point,Urbana 1,2020-09-25,Vivienda unifamiliar,vivienda,,1,,,,,88.09,
64,62,detail,12 de Abril N° 383,0100010000000129--007--,0100010000000129--007--,0,0,129,7,-58.14030114,-32.22248311,automatic,verified_close,Centro,2020-09-28,Local Comercial,comercial,,1,,,,,,373.54
65,63,detail,Calle Artalaz s/N°,0100010063410002--008--,0100010063410002--008--,6,341,2,8,-58.16156182,-32.21568974,automatic,missing_address_point,Amplaición Actividad Turístia Norte,,Vivienda unifamiliar,vivienda,,1,,,,,66.76,
66,64,detail,Bvard Gaillard esq. Salta N° 346,0100010000000042--017--,0100010000000042--017--,0,0,42,17,-58.15014338,-32.22136567,automatic,verified_close,Urbana 1,2020-09-28,Vivienda unifamiliar,vivienda,,,1,,16.35,,20.30,
67,65,detail,Bolívar N° 1017 e/ Santa Cruz y Vergniaud,0100010000000429--010--,0100010000000429--010--,0,0,429,10,-58.15218357,-32.22848783,automatic,missing_address_point,Urbana 1,2020-09-30,Vivienda unifamiliar,vivienda,,1,,,,,126.72,
68,66,detail,M. L. Fernández N° 277,0100011020160273--015--,0100011020160273--015--,102,16,273,15,-58.15218380,-32.23729488,automatic,missing_address_point,Urbana 1,2020-09-30,Vivienda unifamiliar y Galpón,vivienda,1,1,,,,,64.25,
69,67,detail,Chacabuco N° 353,0100010000000125--005--,0100010000000125--005--,0,0,125,5,-58.14282130,-32.21931433,automatic,verified_close,Residencial Norte,2020-09-30,Vivienda unifamiliar + Local comercial + Depósito,vivienda,3,,,,,82.86,,
70,68,detail,Paso de los Andes N° 170 (antes 162),0100010000000180--018--,0100010000000180--018--,0,0,180,18,-58.14085780,-32.21583936,automatic,verified_close,Residencial Norte,2020-09-30,Vivienda unifamilliar,vivienda,1,,,,137.85,,,
72,70,detail,Salsipuedes s/N°,,,,,,,,,automatic,missing_both_points,Nùcleo Urbano Ampliado,2020-10-01,Vivienda multifamiliar,vivienda,,2,,,,,118.35,
73,71,detail,9 de Mayo N° 253 y Tucumán s/N°,0100011020080249--008--,0100011020080249--008--,102,8,249,8,-58.15407206,-32.23822385,automatic,review_large_gap,Urbana 2,2020-10-01,Vivienda unifamiliar,vivienda,,1,,,,,122.37,
74,72,detail,Bvard. Ferrari N° 1173,0100010000000377--008--,0100010000000377--008--,0,0,377,8,-58.15600374,-32.22757985,automatic,review_large_gap,Urbana 2,2020-10-02,Vivienda unifamiliar,vivienda,1,,,,120.57,,,
75,73,detail,Calle Pública s/N°,0100010063300006--015--,0100010063300006--015--,6,330,6,15,-58.16810700,-32.21409335,automatic,missing_address_point,Ampliación turística norte,2020-10-02,Vivienda unifamiliar,vivienda,1,,,,71.40,,,
76,74,detail,Calle Pública s/N°,0100010113100003--007--,0100010113100003--007--,11,310,3,7,-58.16781815,-32.23210176,automatic,missing_address_point,Núcleo Urbano Ampliado,2020-10-02,Vivienda multifamiliar,vivienda,3,,,,62.00,,,
77,75,detail,"Vieytes N° 397 AyB, Craviotto N° 661",0100010000000576--007--,0100010000000576--007--,0,0,576,7,-58.13921171,-32.23101350,automatic,verified_close,Residencial Sur,2020-10-02,Vivienda multifamiliar,vivienda,1,2,,,87.23,,61.30,
78,76,detail,"Avda. Paysandú N° 1104, Conte Grand Nª 440",0100011010480380--008--,0100011010480380--008--,101,48,380,8,-58.15846439,-32.22488721,automatic,verified_close,Urbana 2,2020-10-02,Local comercial,comercial,1,1,,,,,,100.35
79,77,detail,Bvard. Ferrari N° 1235 e/ Gomez Miranda y Lantelme,0100011020270311--016--,0100011020270311--016--,102,27,311,16,-58.14993803,-32.23725058,automatic,missing_address_point,Urbana 2,2020-10-07,Vivienda unifamiliar,vivienda,,1,,,,,102.67,
80,78,detail,Prioridad Turística,,,,,,,,,automatic,missing_both_points,A. Peyret N° 522,2020-10-08,Cocheras,cocheras,,1,,,,,,263.90
81,79,detail,12 de Abril N.º 262,0100010000000158--018--,0100010000000158--018--,0,0,158,18,-58.13807527,-32.22132401,automatic,verified_close,Centro,2020-10-08,Local Comercial,comercial,1,,,,,83.65,,
82,80,detail,"Calle Privada ""Ibirá Pitá""s/N°, Los Bretes",0100010170030002--021--,0100010170030002--021--,17,3,2,21,-58.13515686,-32.24460348,automatic,missing_address_point,Amplaición Actividad Turístia Sur,2020-10-09,Vivienda unifamiliar,vivienda,,1,,,,,173.05,
83,81,detail,"Karay Yamandú s/N° , y Calle Pública",0100010113100001--017--,0100010113100001--017--,11,310,1,17,-58.17196767,-32.22955821,automatic,missing_address_point,Núcleo Urbano Ampliado,2020-10-09,Vivienda unifamiliar,vivienda,,1,,,,,240.05,
84,82,detail,Alberdi N° 934 / 936 e/ Pellenc y Pte. Illía,0100010000000484--028--,0100010000000484--028--,0,0,484,28,-58.15261035,-32.22561137,automatic,missing_address_point,Urbana 1,2020-10-14,Vivienda multifamiliar,vivienda,,2,,,,,142.03,
85,83,detail,Avda. Paysandú N° 539,0100010000000633--010--,0100010000000633--010--,0,0,633,10,-58.14917538,-32.21764814,automatic,verified_close,Residencial Norte,2020-10-16,Vviienda multifamiliar + Local comercial,comercial,3,,,,147.44,38.63,,
86,84,detail,Calle Pública s/N°,0100010063310002--001--,0100010063310002--001--,6,331,2,1,-58.16987214,-32.21015791,automatic,missing_address_point,Ampliación de Actividad Turística Norte,2020-10-20,Vivienda unifamiliar,vivienda,,1,,,,,108.02,
87,85,detail,Calle Pública s/N°,0100010113100002--013--,0100010113100002--013--,11,310,2,13,-58.16811954,-32.22838164,automatic,missing_address_point,Núcleo Urbano Ampliado,2020-10-22,Vivienda unifamiliar,vivienda,,1,,,,,185.13,
88,86,detail,Rocamora N° 943,0100010000000488--013--,0100010000000488--013--,0,0,488,13,-58.15517906,-32.22317991,automatic,verified_close,Urbana 1,2020-10-22,Vivienda multifamiliar,vivienda,2,,,,102.67,,,
89,87,detail,Rocamora 1182 N° e/ Piamonte y                           Penón,0100011010340351--005--,0100011010340351--005--,101,34,351,5,-58.15904820,-32.22648938,automatic,missing_address_point,Urbana 2,2020-10-23,Vivienda unifamiliar,vivienda,,1,,,,,188.03,
90,88,detail,Santa Cruz N.º 375 e/ Rocamora y Bvard. Gaillard,0100011010620434--002--,0100011010620434--002--,101,62,434,2,-58.15619841,-32.22475117,automatic,review_large_gap,Urbana 2,2020-10-23,Vivienda unifamiliar + Consultorios,vivienda,,2,,,,,,4.55
91,89,detail,"12 de Abril Nº 264, 266",0100010000000158--017--,0100010000000158--017--,0,0,158,17,-58.13807318,-32.22139569,automatic,verified_close,Centro,2020-10-23,Local comercial,comercial,2,,,,,225.16,,
92,90,detail,Calle Pública s/N°,0100010190020000--008--,0100010190020000--008--,19,2,0,8,-58.22182220,-32.31459199,automatic,missing_address_point,Urbana 1,2020-10-23,Vivienda unifamiliar,vivienda,,1,,,,,177.73,
93,91,detail,Avda Urquiza N° 1042,0100010000000425--009--,0100010000000425--009--,0,0,425,9,-58.15032690,-32.23100700,automatic,verified_close,Urbana 1,2020-10-27,Vivienda unifamiliar,vivienda,,,,,7.85,,32.08,
94,92,detail,Andrade N° 355,0100010000000687--002--,0100010000000687--002--,0,0,687,2,-58.13493208,-32.22728873,automatic,verified_close,Residencial Sur,2020-10-27,Quincho,quincho,,1,,,,,,17.57
95,93,detail,Paso de los Andes N° 871,0100010000000513--006--,0100010000000513--006--,0,0,513,6,-58.15259894,-32.22379955,automatic,verified_close,Urbana 2,2020-10-27,Vivienda unifamiliar,vivienda,,1,,,,,109.26,
96,94,detail,Arturo Illía N° 78 e/ Bolívar y San Martín,0100010000000455--008--,0100010000000455--008--,0,0,455,8,-58.15079781,-32.22833547,automatic,review_large_gap,Urbana 2,2020-10-27,Vivienda unifamiliar,vivienda,,1,,,,,93.02,
97,94,detail_unassigned,"12 de Abril N° 264, 266",0100010000000158--017--,0100010000000158--017--,0,0,158,17,-58.13807318,-32.22139569,automatic,verified_close,Centro,,Local comercial,comercial,2,,,,,225.16,,
98,95,detail,San Martín N° 1302,0100010000000279--020--,0100010000000279--020--,0,0,279,20,-58.15616624,-32.23322514,automatic,verified_close,Urbana 1,2020-10-28,Local comercial,comercial,,1,,,,,,316.68
99,523391,detail,Bvard. Gaillard N°,0100011010480379--002--,0100011010480379--002--,101,48,379,2,-58.15770947,-32.22609294,automatic,missing_address_point,Urbana 2,,Vivienda multifamiliar,vivienda,,3,,,,,127.64,
100,96,detail,Bolívar N° 623,0100010000000066--008--,0100010000000066--008--,0,0,66,8,-58.14542966,-32.22358179,automatic,verified_close,Urbana,2020-10-28,Consultorios médicos,consultorios médicos,,1,,,,,,349.29
101,97,detail,Mitre N° 972,0100010000000447--020--,0100010000000447--020--,0,0,447,20,-58.14569865,-32.23366590,automatic,verified_close,Urbana 1,2020-10-30,Vivienda unifamiliar,vivienda,,1,,,,,110.51,
103,99,detail,Avda Urquiza N° 379,0100010000000130--008--,0100010000000130--008--,0,0,130,8,-58.13979669,-32.22292872,automatic,verified_close,Centro,2020-11-06,Vivienda multifamiliar + Local comercial,vivienda,,4,,,,,172.90,81.77
104,100,detail,Rocamora y Primera Junta s/N°,0100010000000577--001--,0100010000000577--001--,0,0,577,1,-58.15006344,-32.22000148,automatic,missing_address_point,Urbana 1,,Vivienda unifamiliar,vivienda,,1,,,,,39.42,
105,101,detail,Reibel N° 172,,,,,,,,,automatic,missing_cadastral_point,Residencial Sur,2020-11-10,Vivienda unifamiliar,vivienda,1,1,,,28.94,,157.91,
106,102,detail,Bvard Ferrari N° 768 - 772,0100010000000542--003--,0100010000000542--003--,0,0,542,3,-58.14155552,-32.23185254,automatic,verified_close,Urbana 2,2020-11-11,Vivienda unifamiliar + Local comercial,vivienda,1,,,,45.96,127.51,,
107,103,detail,Calle Pública s/N°,0100010162240000--001--,0100010162240000--001--,16,224,0,1,-58.18480389,-32.25140021,automatic,missing_address_point,Núcleo Urbano Ampliado,2020-11-13,Vivienda unifamiliar,vivienda,,1,,,,,128.60,
108,104,detail,Cantón de Valais N° 37 esq Avda Urquiza N° 951,0100010000000453--016--,0100010000000453--016--,0,0,453,16,-58.14922280,-32.22971385,automatic,verified_close,Urbana 1,2020-11-13,Vivienda unifamiliar + Local comercial,vivienda,,2,,,,,108.72,107.82
109,105,detail,Ibirá Pitá s/N° - Los Bretes,0100010170030007--015--,0100010170030007--015--,17,3,7,15,-58.12985298,-32.24456510,automatic,missing_address_point,Ampliación Actividad Turística Sur,2020-11-13,Vivienda unifamiliar,vivienda,,1,,,,,249.52,
110,114,detail,Calle Favaloro N° 410,0100010000000662--014--,0100010000000662--014--,0,0,662,14,-58.13230353,-32.23152127,automatic,missing_address_point,Residencial Sur,2020-11-26,Vivienda unifamiliar,vivienda,,1,,,,,119.18,
111,107,detail,Rufino Mir N° 265,0100011020410394--006--,0100011020410394--006--,102,41,394,6,-58.14802119,-32.23416760,automatic,missing_address_point,Urbana 2,2020-11-17,Local comercial,comercial,,,1,,,48.00,,
112,106,detail,Avda. Los Lapachos s/Nº - Los Bretes,0100010000000004--015--,0100010000000004--015--,0,0,4,15,-58.14531937,-32.22995196,automatic,missing_address_point,Ampliaciòn actividad Turìstica Sur,2020-11-17,Vivienda unifamiliar,vivienda,1,,,,,,,
113,111,detail,Laprida N° 335,0100010000000165--012--,0100010000000165--012--,0,0,165,12,-58.13348691,-32.22513071,automatic,verified_nearby,Residencial Sur,2020-11-20,Vivienda multifamiliar,vivienda,,19,,,1197.35,,40.03,
114,112,detail,Brovatti José s/N°,0100010112910000--018--,0100010112910000--018--,11,291,0,18,-58.17199451,-32.23067607,automatic,missing_address_point,Núcleo Urbano Ampliado,2020-11-25,Vviienda unifamiliar,vviienda unifamiliar,,1,,,,,165.20,
115,113,detail,Bvard. Gaillard N° 653 esq Primera Junta,0100010000000577--003--,0100010000000577--003--,0,0,577,3,-58.14971268,-32.22035369,automatic,verified_close,Urbana 2,2020-11-25,Vivienda multifamiliar + Local comercial,vivienda,6,,,,339.31,18.40,,
116,108,detail,Bvard. Sanguinetti N.º 420,0100010000000515--006--,0100010000000515--006--,0,0,515,6,-58.15403316,-32.22207792,automatic,verified_close,Urbana 1,2020-11-18,Vivienda Multifamiliar + Local comercial,vivienda,,,1,,,,38.34,
117,110,detail,Calle Pùblica s/Nº,0100010113100002--025--,0100010113100002--025--,11,310,2,25,-58.16723480,-32.22800699,automatic,missing_address_point,Nucleo Urbano ampliado,2020-11-19,Vivienda unifamiliar,vivienda,,1,,,,,87.15,
118,109,detail,"Ruta Nac N° 135, km 11",0100010180030000--026--,0100010180030000--026--,18,3,0,26,-58.20768889,-32.29648349,automatic,missing_address_point,Amplaición Actividad Turístia Sur,2020-11-19,Vivienda unifamiliar + Local comercial,vivienda,2,,,,110.89,35.51,,
119,115,detail,Paso de los Andes Nº esq. Piamonte,,,,,,,,,automatic,missing_both_points,Urbana 1,2020-11-27,Local comercial,comercial,3,,,,,66.61,,
120,116,detail,Avda. Urquiza N° 668,0100010000000051--015--,0100010000000051--015--,0,0,51,15,-58.14392851,-32.22647086,automatic,verified_close,Urbana 1,2020-11-27,Local comercial,comercial,,1,,,,,,75.54
122,118,detail,José Brovatti s/N°,,,,,,,,,automatic,missing_both_points,Nucleo Urbano ampliado,2020-12-04,Vivienda unifamiliar,vivienda,,1,,,14.95,,152.61,
123,119,detail,Combatientes de Malvinas N° 982,0100011010630464--006--,0100011010630464--006--,101,63,464,6,-58.15798699,-32.22189095,automatic,verified_close,Urbana,2020-12-04,Vivienda multifamiliar,vivienda,1,2,,,79.79,,140.64,
124,120,detail,Juan Manuel de Rosas s/Nº,0100010063430000--020--,0100010063430000--020--,6,343,0,20,-58.16333484,-32.21087538,automatic,missing_address_point,Ampliación Actividad Turística Norte,2020-12-04,Chanca fútbol 5,chanca fútbol 5,,2,,,,,,23.42
125,121,detail,Blacarce N° 576,0100010000000713--003--,0100010000000713--003--,0,0,713,3,-58.14742247,-32.21332870,automatic,missing_address_point,Residencial Norte,2020-12-10,Vivienda unifamiliar,vivienda,,2,,,,,146.82,
