source_row_number,legajo_canonico,row_kind,raw_ubicacion,ncp,ncp_formatted,sec,gru,nmanz,nparc,lon,lat,geolocation_source,location_verification_status,zonificacion,fecha_de_visado,tipo,destino_uso,relevamiento_o_existente,a_contruir_obra_nueva,ampliacion_de_obra_existente,proyectado_no_iniciado,m_existentes_relevados_vivienda,m_existentes_relevados_local,m_a_construir_vivienda,m_a_construir_local
178,167,detail,Juan Manuel de Rosas s/Nº,0100010063550009--002--,0100010063550009--002--,6,355,9,2,-58.16158195,-32.21043540,automatic,missing_address_point,Periurbana,2025-10-28,Vivienda unifamiliar,vivienda,,2,,,,,"152,605",
179,168,detail,Juan José Paso Nº 64,0100010000000214--008--,0100010000000214--008--,0,0,214,8,-58.13464145,-32.21979010,automatic,verified_close,Centro,2025-10-31,Vivienda unifamiliar / Local comercial,vivienda,1,,,,,,,
181,170,detail,Gouchón Nº 253 esq. Sarmiento,0100010000000154--019--,0100010000000154--019--,0,0,154,19,-58.14038730,-32.21880205,automatic,verified_close,Urbana,2025-11-03,Vivienda unifamiliar,vivienda,1,,,,"137,28",,,
182,171,detail,Bvard Gonzalez Nº 169,0100010000000503--003--,0100010000000503--003--,0,0,503,3,-58.14585280,-32.23023610,automatic,verified_close,Urbana,2025-11-04,Vivienda multifamiliar,vivienda,,3,,,,,"305,36",
183,172,detail,Jacarandaes s/Nº - Los Bretes,0100010170030006--005--,0100010170030006--005--,17,3,6,5,-58.13176445,-32.24470045,automatic,missing_address_point,Urbana,2025-11-05,Vivienda unifmailiar,vivienda,,,1,,"13,23",,,
184,173,detail,Prof. J. Conte Grand Nº 527,0100011010490410--014--,0100011010490410--014--,101,49,410,14,-58.15935875,-32.22336245,automatic,verified_close,Urbana,2025-11-05,Vivienda unifamiliar,vivienda,,,1,,"48,64",,"39,655",
185,174,detail,Camino Horne Nº 1167,0100010030500000--007--,0100010030500000--007--,3,50,0,7,-58.23520985,-32.24419165,automatic,missing_address_point,Periurbana,2025-11-06,Vivienda unifamiliar,vivienda,,,1,,"14,8",,"43,85",
186,175,detail,Avda. Pte. Perón Nº 252 esq Alberdi,0100010000000072--008--,0100010000000072--008--,0,0,72,8,-58.14672160,-32.22098985,automatic,verified_close,Centro,2025-11-06,Vivienda unifamiliar / Local comercial,vivienda,3,,,,,"36,6",,
187,176,detail,"M. Moreno N° 164, 166",0100010000000188--018--,0100010000000188--018--,0,0,188,18,-58.13536925,-32.22118955,automatic,verified_close,Centro,2025-11-06,Vivienda multifamiliar,vivienda,2,,,,"10,18",,,
188,177,detail,Alejo Peyret Nº 210,0100010000000209--003--,0100010000000209--003--,0,0,209,3,-58.13778015,-32.21569895,automatic,verified_close,Urbana,2025-11-07,Local comercial,comercial,1,,,,,"331,435",,
189,178,detail,Gral. Paz Nº 130,0100010000000090--003--,0100010000000090--003--,0,0,90,3,-58.14425285,-32.22236450,automatic,missing_address_point,,2025-11-11,Local Comercial,comercial,1,,,,,"258,14",,
190,179,detail,Molle Nº,0100010113100003--040--,0100010113100003--040--,11,310,3,40,-58.16609135,-32.23218575,automatic,missing_address_point,Periurbana,2025-11-11,Vivienda unifamiliar,vivienda,,1,,,,,"85,53",
191,180,detail,Calle Privada s/Nº - Los Bretes,0100010170030006--012--,0100010170030006--012--,17,3,6,12,-58.13217730,-32.24486505,automatic,missing_address_point,Urbana,2025-11-20,Vivienda unifamiliar,vivienda,,,1,,"36,18",,,
192,182,detail,Avda Paysandú Nº esq Salta Nº 455,0100010000000579--025--,0100010000000579--025--,0,0,579,25,-58.14790083,-32.21699859,admin_override,verified_close,Urbana,2025-11-25,Local Comercial,comercial,1,,,,,"195,15",,
193,181,detail,Alberdi Nº 902 esq Celia Pellenc nº 242,0100010000000484--025--,0100010000000484--025--,0,0,484,25,-58.15214255,-32.22527775,automatic,verified_close,Urbana,2025-11-25,Vivienda multifamiliar,vivienda,2,,,,"129,77",,,
194,183,detail,Jacarandaes s/Nº - Los Bretes,0100010170030004--021--,0100010170030004--021--,17,3,4,21,-58.13196780,-32.24420715,automatic,missing_address_point,Urbana,2025-11-25,Vivienda unifamiliar,vivienda,,1,,,,,"172,71",
195,184,detail,"12 de Abril Nº 846, 850 esq Bvard Gonzalez",0100010000000007--012--,0100010000000007--012--,0,0,7,12,-58.14742280,-32.22802380,automatic,verified_close,Centro,2025-11-27,Local comercial,comercial,2,,,,,"16,19",,
196,185,detail,Pte.Perón Nº 527,0100010000000634--011--,0100010000000634--011--,0,0,634,11,-58.15024660,-32.21666715,automatic,verified_close,Urbana,2025-11-28,Local comercial,comercial,,,,,,,,"311,5"
197,186,detail,Jorge Duce Nº 79,0100010000000319--012--,0100010000000319--012--,0,0,319,12,-58.15553770,-32.23173710,automatic,missing_address_point,Urbana,2025-11-28,Vivienda unifamiliar,vivienda,1,,,,"168,61",,,
199,188,detail,25 de Mayo Nº 545,0100010000000664--004--,0100010000000664--004--,0,0,664,4,-58.13325470,-32.23043245,automatic,verified_close,Urbana,2025-12-02,Vivienda multifamiliar,vivienda,11,,,,"5,445",,,
200,189,detail,Avda. Urquiza Nº 1090,0100010000000398--009--,0100010000000398--009--,0,0,398,9,-58.15112045,-32.23165765,automatic,verified_close,Urbana,2025-12-02,Vivienda unifamiliar / Local comercial,vivienda,2,,,,"27,14","128,585",,
201,190,detail,Avda. Paysandú Nº 1123,0100011010490381--006--,0100011010490381--006--,101,49,381,6,-58.15900335,-32.22468480,automatic,verified_close,Urbana,2025-12-02,Local Comercial,comercial,,1,,,,,,"113,68"
202,191,detail,Creppy Nº,0100010000000018--005--,0100010000000018--005--,0,0,18,5,-58.14853945,-32.22449980,automatic,missing_address_point,Urbana,2025-12-03,Vivienda multifamiliar,vivienda,,2,,,,,"170,2",
203,192,detail,José Artalaz s/Nº - Servidumbre de Paso,0100010053120000--011--,0100010053120000--011--,5,312,0,11,-58.17261575,-32.21932270,automatic,missing_address_point,Periurbana,2025-12-03,Salón de Eventos - Vivienda unifamiliar,vivienda,1,,,,"86,4","239,73",,
204,193,detail,Faustino Dominchin s/Nº,0100010123270011--009--,0100010123270011--009--,12,327,11,9,-58.16179065,-32.22739335,automatic,missing_address_point,Periurbana,2025-12-09,Vivienda unifamiliar / Local comercial,vivienda,1,,,,"29,305",,,
205,194,detail,Maipú Nº 645,0100010000000714--022--,0100010000000714--022--,0,0,714,22,-58.14883035,-32.21277535,automatic,verified_close,Urbana,2025-12-10,Vivienda multifamiliar,vivienda,3,,,,"232,025",,,
206,195,detail,Isabel Ortega Nº,0100010063540004--005--,0100010063540004--005--,6,354,4,5,-58.16020265,-32.21261295,automatic,missing_address_point,Periurbana,2025-12-10,Vivienda multifamiliar,vivienda,5,,,,"-126,795",,,
207,196,detail,Chacabuco Nº 838,0100010000000011--015--,0100010000000011--015--,0,0,11,15,-58.15001545,-32.22511175,automatic,verified_close,Urbana,2025-12-12,Vivienda multifamiliar,vivienda,7,,,,"492,87",,,
208,197,detail,San Martín Nº 276,0100010000000157--025--,0100010000000157--025--,0,0,157,25,-58.13882660,-32.22079395,automatic,verified_close,Centro,2025-12-15,Vivienda multifamiliar,vivienda,2,,,,"37,95",,,
209,198,detail,Juan Manuel de Rosas s/Nº,0100010063310000--019--,0100010063310000--019--,6,331,0,19,-58.17128375,-32.21339945,automatic,missing_address_point,Urbana,2025-12-16,Vivienda multifamiliar,vivienda,1,,,,"116,51",,,
210,199,detail,Mitre Nº 1419,0100011020080249--016--,0100011020080249--016--,102,8,249,16,-58.15403315,-32.23879920,automatic,verified_close,Urbana,2025-12-17,Vivienda multifamiliar,vivienda,,8,,,,,"466,285",
211,200,detail,Calle Agua-Í s/Nº,0100010063670001--013--,0100010063670001--013--,6,367,1,13,-58.15718025,-32.20507035,automatic,missing_address_point,Periurbana,2025-12-17,Vivienda multifamiliar,vivienda,,,4,,"-15,235",,,
212,201,detail,12 de Abril Nº 607,0100010000000064--009--,0100010000000064--009--,0,0,64,9,-58.14391780,-32.22511190,automatic,verified_close,Centro,2025-12-17,Local Comercial,comercial,,,1,,,"302,77",,
213,202,detail,Cabo Pereyra s/Nº,0100010000000282--021--,0100010000000282--021--,0,0,282,21,-58.15847535,-32.23147430,automatic,missing_address_point,Urbana,2025-12-18,Consultorio Odontológico,consultorio odontológico,,1,,,,,"162,345",
214,203,detail,Mitre Nº 776,0100010000000028--014--,0100010000000028--014--,0,0,28,14,-58.14232980,-32.23121925,automatic,verified_close,Urbana,2025-12-18,Vivienda multifamiliar,vivienda,6,,,,,,,
217,204,detail,Salsipuedes Nº,0100010123270007--004--,0100010123270007--004--,12,327,7,4,-58.16463040,-32.23056460,automatic,missing_address_point,Urbana,2025-12-19,Vivienda unifamiliar / Local comercial,vivienda,1,1,,,,,,"45,15"
218,205,detail,Batalla de Cepeda Nº 283,,,,,,,,,automatic,missing_cadastral_point,Urbana,2025-12-19,Vivienda multifamiliar,vivienda,5,,,,"265,45",,,
219,206,detail,Avda. Paysandú Nº 880,0100010000000515--022--,0100010000000515--022--,0,0,515,22,-58.15457275,-32.22199790,automatic,verified_close,Urbana,2025-12-22,Vivienda unifamiliar / Local comercial,vivienda,3,,,,"54,885","54,89",,
220,207,detail,Leguizamón Nº 629 / 635,0100011020810537--016--,0100011020810537--016--,102,81,537,16,-58.13747855,-32.23573765,automatic,verified_close,Urbana,2025-12-22,Vivienda multifamiliar,vivienda,3,,,,"320,91",,,
221,208,detail,Piamonte Nº 554 s/N° esq. Combatientes de Malvinas,0100011010360355--006--,0100011010360355--006--,101,36,355,6,-58.16124960,-32.22376610,automatic,verified_close,Urbana,2025-12-22,Vivienda multifamiliar,vivienda,2,,,,"33,395",,,
222,209,detail,Mitre Nº 440,0100010000000109--015--,0100010000000109--015--,0,0,109,15,-58.13709855,-32.22734695,automatic,verified_close,Urbana,2025-12-23,Vivienda unifamiliar,vivienda,,,1,,,,"14,53",
223,210,detail,Calle Los Gorriones s/Nº,0100010112710002--011--,0100010112710002--011--,11,271,2,11,-58.18116475,-32.22825410,automatic,missing_address_point,Periurbana,2025-12-23,Vivienda unifamiliar,vivienda,,1,,,,,"130,12",
224,211,detail,Isabel Ortega Nº,0100010063540004--009--,0100010063540004--009--,6,354,4,9,-58.16038875,-32.21267180,automatic,missing_address_point,Periurbana,2025-12-23,Vivienda unifmailiar,vivienda,1,,,,"105,99",,,
225,212,detail,Karai Yamandú Nº,0100010123270012--001--,0100010123270012--001--,12,327,12,1,-58.16505840,-32.22767900,automatic,missing_address_point,Urbana,2025-12-30,Vivienda unifamiliar,vivienda,1,,,,"114,91",,,
226,213,detail,Alejo Peyret Nº 80,0100010000000212--003--,0100010000000212--003--,0,0,212,3,-58.13594185,-32.21750500,automatic,verified_close,Centro,2025-12-30,Local comercial,comercial,,,1,,,"43,185",,"14,65"
227,214,detail,Bolivar Nº 869,0100010000000509--015--,0100010000000509--015--,0,0,509,15,-58.14963100,-32.22669445,automatic,verified_close,Urbana,2025-12-30,Vivienda unifamiliar,vivienda,1,,,,"83,605",,,
228,215,detail,"Ruta Nac. Nº 14, Km 154,5",0100010030750004--008--,0100010030750004--008--,3,75,4,8,-58.23396925,-32.23358255,automatic,missing_address_point,Complemento area industrial,2025-12-30,Vivienda unifamiliar / Local comercial,vivienda,1,,,,,"143,045",,
229,216,detail,Castelli Nº 620,0100011020910571--002--,0100011020910571--002--,102,91,571,2,-58.13631005,-32.23467060,automatic,verified_close,Urbana,2025-12-30,Piscina,piscina,,,1,,,,,
