source_row_number,legajo_canonico,row_kind,raw_ubicacion,ncp,ncp_formatted,sec,gru,nmanz,nparc,lon,lat,geolocation_source,location_verification_status,zonificacion,fecha_de_visado,tipo,destino_uso,relevamiento_o_existente,a_contruir_obra_nueva,ampliacion_de_obra_existente,proyectado_no_iniciado,m_existentes_relevados_vivienda,m_existentes_relevados_local,m_a_construir_vivienda,m_a_construir_local
44,43,detail,Calle Pública s/N° (Loteo San Juan 1°),0100010151110013--006--,0100010151110013--006--,15,111,13,6,-58.20891032,-32.27226079,automatic,missing_address_point,Zona de Quintas,2021-03-10,Vivienda multifamiliar,vivienda,2,,,,35.98,,,
45,44,detail,Castelli N° 612 (antes 632) esq R. Favaloro,0100011020910571--004--,0100011020910571--004--,102,91,571,4,-58.13654908,-32.23461575,automatic,verified_close,Residencial Sur,2021-03-11,Vivienda unifamiliar,vivienda,,1,,,,,69.84,
46,45,detail,Gouchòn Nº 1135 y 1137,0100010000000375--024--,0100010000000375--024--,0,0,375,24,-58.15488928,-32.22925032,automatic,verified_close,Urbana 2,2021-03-11,Vivienda multifamiliar,vivienda,,,2,,17.24,,,
47,46,detail,"Calle Privada ""Avda Los Lapachos"" s/Nº - Los Bretes",0100010170030002--005--,0100010170030002--005--,17,3,2,5,-58.13278614,-32.24353039,automatic,missing_address_point,Ampliaciòn de Activivdad Turìstica Sur,2021-03-12,Vivienda unifamiliar,vivienda,,,1,,,,7.70,
48,47,detail,Bvard. Sanguinetti N° 560 (antes 556),0100011010780518--005--,0100011010780518--005--,101,78,518,5,-58.15606083,-32.21996651,automatic,verified_close,Urbana 2,2021-03-12,Vivienda multifamiliar,vivienda,2,,,,177.92,,,
49,48,detail,Balcarce N° 370,0100010000000709--003--,0100010000000709--003--,0,0,709,3,-58.14443614,-32.21642647,automatic,verified_close,Residencial Norte,2021-03-12,Vivienda multifamiliar,vivienda,5,,,,73.70,,,
50,49,detail,Piamonte N° e/ Combatientes de Malvinas y Tratado del Pilar,0100011010360355--016--,0100011010360355--016--,101,36,355,16,-58.16142057,-32.22359382,automatic,missing_address_point,Urbana 2,2021-03-23,Vivienda multifamiliar,vivienda,,5,,,,,221.58,
52,526955,detail,Sarmiento Nº 444 esq Avda Paysandù,0100010000000731--001--,0100010000000731--001--,0,0,731,1,-58.14444303,-32.21472688,automatic,verified_close,Residencial Norte,,Vivienda multifamiliar,vivienda,,,,,,,,
53,51,detail,Calle Pùblica s/Nº,0100010063410002--006--,0100010063410002--006--,6,341,2,6,-58.16137064,-32.21611307,automatic,missing_address_point,Ampliaciòn Activivdad Turìstica Norte,2021-04-05,vivienda multifamiliar,vivienda,3,,,,,11.13,,
54,52,detail,Rocamora N° 1182 e/ Piamonte y Penón,0100011010340351--005--,0100011010340351--005--,101,34,351,5,-58.15904820,-32.22648938,automatic,missing_address_point,Urbana 2,2021-04-09,Vivienda unifamiliar,vivienda,,,1,,,,45.35,
55,53,detail,Alvear N° 321,0100010000000071--012--,0100010000000071--012--,0,0,71,12,-58.14786039,-32.22020681,automatic,verified_close,Residencial Sur,2021-04-09,Vivienda unifamiliar,vivienda,,,1,,,,65.81,
56,54,detail,Carlos A. Evans s/Nº (antes Ibirà Pità- Los Bretes),0100010170030008--006--,0100010170030008--006--,17,3,8,6,-58.12957956,-32.24324954,automatic,missing_address_point,Ampliaciòn Activivdad Turìstica Sur,2021-04-16,Vivienda unifamiliar,vivienda,,1,,,,,370.99,
57,55,detail,Bvard. Ferrari N° 1361 (antes 1357),0100011020080258--004--,0100011020080258--004--,102,8,258,4,-58.15221965,-32.23885254,automatic,verified_close,Urbana 2,2021-04-16,Vivienda multifamiliar,vivienda,4,,,,129.31,,,
58,56,detail,Castelli N° 313,0100011030000029--002--,0100011030000029--002--,103,0,29,2,-58.23415987,-32.29544380,automatic,review_large_gap,Residencial Sur,2021-04-19,Local Comercial,comercial,1,,,,,,,356.58
59,525330,detail,Bvard. Ferrari N° esq. Castelli,0100010000000056--009--,0100010000000056--009--,0,0,56,9,-58.14048733,-32.23049379,automatic,missing_address_point,Residencial Sur,,Local comercial + Vivienda unifamiliar,vivienda,2,,,,261.40,362.70,,
60,57,detail,Paso de los Andes Nº,0100010000000123--009--,0100010000000123--009--,0,0,123,9,-58.14475222,-32.21831061,automatic,missing_address_point,Residencial Norte,2021-04-19,Vivienda unifamiliar,vivienda,,1,,,,,45.02,
61,58,detail,"Ruta N° 135, Km",0100010090460000--006--,0100010090460000--006--,9,46,0,6,-58.23241731,-32.25978868,automatic,missing_address_point,Mixta de Complemento Area Industrial,2021-04-19,Local comercial,comercial,1,,,,,179.26,,
62,59,detail,12 de Abril Nº 286,0100010000000158--012--,0100010000000158--012--,0,0,158,12,-58.13840581,-32.22166490,automatic,verified_close,Centro,2021-04-27,Local comercial,comercial,1,,,,,227.59,,
63,60,detail,Avda. Paysandú N° 682,0100010000000578--003--,0100010000000578--003--,0,0,578,3,-58.15113066,-32.21957087,automatic,verified_close,Urbana 2,2021-04-27,Vivienda unifamiliar,vivienda,,1,,,,,69.91,
64,61,detail,Bolívar N° 827,0100010000000010--009--,0100010000000010--009--,0,0,10,9,-58.14896229,-32.22626528,automatic,verified_close,Urbana 1,2021-04-27,Galpòn Depòsito - Local comercial,comercial,1,,,,,8.30,,
65,62,detail,Alberdi s/Nº,0100010123270005--001--,0100010123270005--001--,12,327,5,1,-58.16326041,-32.23081805,automatic,missing_address_point,Residencial Norte,2021-04-19,Vivienda unifamiliar,vivienda,,1,,,,,150.33,
67,64,detail,Bolívar N° 1104 y 1106 esq. Conte Grand,0100010000000373--021--,0100010000000373--021--,0,0,373,21,-58.15349524,-32.22991739,automatic,verified_close,Urbana 1,2021-05-03,Local comercial + Vivienda multifamiliar,vivienda,,4,,,,,120.12,
68,65,detail,Angel Elías s/N°,0100010151110004--001--,0100010151110004--001--,15,111,4,1,-58.20591840,-32.26652187,automatic,missing_address_point,Zona de Quintas,2021-05-05,Vivienda unifamiliar,vivienda,,1,,,,,169.03,
69,66,detail,Calle Pùblica s/Nº,0100010162230002--011--,0100010162230002--011--,16,223,2,11,-58.18497283,-32.25594370,automatic,missing_address_point,Núcleo Urbano Ampliado,2021-05-07,Vivienda unifamiliar,vivienda,,1,,,,,73.88,
70,67,detail,Laprida N° 123,0100010000000169--002--,0100010000000169--002--,0,0,169,2,-58.13591471,-32.22187259,automatic,verified_close,Centro,2021-05-07,Vivienda unifamiliar,vivienda,1,,,,124.56,,,
71,68,detail,Calle Pública s/N°,0100010063410001--007--,0100010063410001--007--,6,341,1,7,-58.16075269,-32.21598941,automatic,missing_address_point,Ampliación Actividad Turística Norte,2021-05-07,Vivienda multifamiliar,vivienda,,5,,,61.57,,,
72,69,detail,"12 de Abril N° 432, 434",0100010000000115--011--,0100010000000115--011--,0,0,115,11,-58.14097238,-32.22349216,automatic,verified_close,Centro,2021-05-10,Hotel,turistico,,,1,,132.04,,,30.90
73,70,detail,Calle Pública s/N°,0100010112250007--001--,0100010112250007--001--,11,225,7,1,-58.18733350,-32.24750235,automatic,missing_address_point,Núcleo Urbano Ampliado,2021-05-13,Vivienda multifamiliar,vivienda,4,,,,111.59,,,
74,71,detail,12 de Abril N° 779 y 783,0100010000000021--007--,0100010000000021--007--,0,0,21,7,-58.14671356,-32.22698928,automatic,verified_close,Urbana 2,2021-05-14,Vivienda Unifamiliar,vivienda,1,,1,,,,96.70,
76,73,detail,Calle Pública s/N° (prolongación Calle Alberdi),0100010123270006--003--,0100010123270006--003--,12,327,6,3,-58.16452906,-32.23152360,automatic,missing_address_point,Urbana 1,2021-06-02,Vivienda unifamiliar,vivienda,,1,,,,,57.45,
77,74,detail,Alvear N° 154,0100010000000067--007--,0100010000000067--007--,0,0,67,7,-58.14584976,-32.22274695,automatic,verified_close,Centro,2021-06-03,Vivienda unifamiliar,vivienda,,,1,,6.98,,30.98,
78,75,detail,Noailles Nº 706,0100010000000032--020--,0100010000000032--020--,0,0,32,20,-58.14344094,-32.22816113,automatic,verified_close,Ampliaciòn Actividad Turìstica Sur,2021-06-04,Vivienda multifamiliar,vivienda,,,2,,228.58,,,
79,76,detail,Noailles Nº 185,0100010000000018--010--,0100010000000018--010--,0,0,18,10,-58.14890743,-32.22487581,automatic,review_large_gap,Residencial Sur,2021-06-04,Vivienda unifamiliar,vivienda,,1,,,,,171.92,
80,77,detail,Bvard. Ferrari Nº 1235,0100011020270311--016--,0100011020270311--016--,102,27,311,16,-58.14993803,-32.23725058,automatic,verified_close,Urbana 2,2021-06-09,Vivienda unifamiliar,vivienda,,,1,,42.07,,,
81,78,detail,"Ruta Nº 130, km ..",0100010063650000--006--,0100010063650000--006--,6,365,0,6,-58.15392155,-32.21383034,automatic,missing_address_point,Ampliaciòn Actividad Turìstica Norte,2021-06-10,Vivienda multifamiliar,vivienda,6,,,,362.88,,,
82,79,detail,"San Martín N° 354, 356, y Maipú N° 48",0100010000000129--001--,0100010000000129--001--,0,0,129,1,-58.14037529,-32.22177333,automatic,verified_close,Centro,2021-06-10,Vivienda unifamiliar + Local comercial,vivienda,,,2,,37.63,15.91,,
83,80,detail,Castelli N° 511,,,,,,,,,automatic,missing_cadastral_point,Residencial Sur,2021-06-11,Vivienda unifamiliar,vivienda,,1,,,,,128.18,
84,81,detail,Laprida N° 265,0100010000000166--003--,0100010000000166--003--,0,0,166,3,-58.13392539,-32.22400696,automatic,verified_close,Residencial Sur,2021-06-11,Vivienda multifamiliar,vivienda,,,1,,,,,
85,82,detail,Conte Grand Nº 529,0100011010490410--017--,0100011010490410--017--,101,49,410,17,-58.15949598,-32.22331183,automatic,verified_close,Urbanizada 1,2021-06-14,Vivienda unifamiliar,vivienda,1,,,,166.17,,,
86,83,detail,Federico Leloir s/N°,0100010063540000--041--,0100010063540000--041--,6,354,0,41,-58.15981769,-32.21162503,automatic,missing_address_point,Ampliación Turística Norte,2021-06-15,Vivienda unifamiliar,vivienda,1,,,,93.71,,,
87,84,detail,Espinillo N° 1275,0100010063550001--010--,0100010063550001--010--,6,355,1,10,-58.16072278,-32.20814882,automatic,missing_address_point,Ampliación Actividad Turística Norte,2021-06-15,Vivienda multifamiliar,vivienda,,,1,,33.52,,67.78,
88,85,detail,9 de Julio Nº 363,0100010000000688--011--,0100010000000688--011--,0,0,688,11,-58.14560226,-32.21744157,automatic,verified_close,Residencial Norte,2021-06-16,Vivienda unifamiliar,vivienda,,1,,,,,227.49,
89,86,detail,Noailles N° 1202,0100011020280340--013--,0100011020280340--013--,102,28,340,13,-58.15174078,-32.23493937,automatic,verified_nearby,Urbana 1,2021-05-17,Vivienda unifamiliar + Depósito + Cancha de Tenis,vivienda,4,,,,61.85,145.85,,
90,87,detail,Alberdi Nº 960,0100010000000458--001--,0100010000000458--001--,0,0,458,1,-58.15292508,-32.22628208,automatic,verified_close,Urbana 1,2021-06-24,Galpòn / Depòsito,galpòn / depòsito,,1,,,,,,233.77
91,88,detail,Monteagudo N° 68,0100010000000023--010--,0100010000000023--010--,0,0,23,10,-58.14599186,-32.22806752,automatic,verified_close,Urbana 1,2021-06-25,Vivienda unifamiliar,vivienda,1,,,,,,,
92,89,detail,Los Charrúas s/Nº - San Juan I,0100010000000013--007--,0100010000000013--007--,0,0,13,7,-58.15086937,-32.22386737,automatic,missing_address_point,Quintas,2021-06-25,Vivienda unifamiliar,vivienda,,1,,,,,60.18,
93,90,detail,F. Creppy Nº 469 esq. Juan Villalba N° 744,0100010000000561--027--,0100010000000561--027--,0,0,561,27,-58.15260482,-32.21981711,automatic,verified_close,Urbana,2021-06-28,Vivienda multifamiliar + Local comercial,vivienda,3,,,,,138.09,,
94,91,detail,"Lantelme Nº 321, 323 e/ Mitre y Bvard Ferrari",0100011020160290--001--,0100011020160290--001--,102,16,290,1,-58.15069174,-32.23732631,automatic,verified_close,Urbana,2021-06-28,Galpón - Despósito,galpón - despósito,,1,,,,,,192.00
95,92,detail,Los Cardos s/Nº e/ Brovatti y Calle Pública,0100010052720000--003--,0100010052720000--003--,5,272,0,3,-58.18161223,-32.22470432,automatic,missing_address_point,Ampliación Actividad Turística Norte,2021-06-29,Vivienda unifamiliar,vivienda,,1,,,,,141.37,
96,93,detail,"Laprida Nº 118, 124",0100010000000188--012--,0100010000000188--012--,0,0,188,12,-58.13546272,-32.22166860,automatic,verified_close,,2021-06-29,"Edificio deptos, Vivienda multifamiliar",vivienda,,1,24,,44.07,,,
97,94,detail,Gouchòn Nº 636 y 672,0100010000000047--019--,0100010000000047--019--,0,0,47,19,-58.14661626,-32.22397950,automatic,verified_nearby,Urbana 1,2021-07-05,Vivienda unifamiliar + Local comercial,vivienda,3,,,,,97.53,,
98,95,detail,"Alberdi N° 1218, 1224",0100010000000322--003--,0100010000000322--003--,0,0,322,3,-58.15780142,-32.22942903,automatic,verified_close,Urbana 1,2021-07-07,Vivienda multifamiliar,vivienda,,2,,,,,171.33,
99,96,detail,San Martín N° 1038,0100010000000427--015--,0100010000000427--015--,0,0,427,15,-58.15145039,-32.22978568,automatic,verified_close,Urbana,2021-07-07,Consultorios,consultorios,,3,,,,,,125.83
100,97,detail,Madres y Abuelas de Plaza de Mayo s/N°,0100010063410001--003--,0100010063410001--003--,6,341,1,3,-58.16033219,-32.21567594,automatic,missing_address_point,Ampliación Actividad Turística Norte,2021-07-13,Vivienda multifamiliar,vivienda,4,,1,,86.54,,,
101,98,detail,Primeros Colonos s/N°,0100010063310005--003--,0100010063310005--003--,6,331,5,3,-58.17164852,-32.20916405,automatic,missing_address_point,Ampliación Actividad Turística Norte,2021-07-13,Vivienda multifamiliar,vivienda,,4,,,27.71,,205.98,
102,99,detail,Martín Reibel N° 411,0100010000000112--008--,0100010000000112--008--,0,0,112,8,-58.13844945,-32.22540535,automatic,verified_close,Residencial Sur,2021-07-13,Vivienda unifamiliar,vivienda,,,1,,63.24,,,
103,100,detail,Calle Privada s/Nº - Los Bretes,0100010170030002--001--,0100010170030002--001--,17,3,2,1,-58.13571270,-32.24488486,automatic,missing_address_point,Ampliaciòn Actividad Turìstica Sur,2021-07-19,Vivienda unifamiliar,vivienda,,1,,,,,205.37,
104,101,detail,Piamonte N° 332 e/ Mitre y Ferrari,0100011020270311--012--,0100011020270311--012--,102,27,311,12,-58.15015337,-32.23717489,automatic,review_large_gap,Urbana 2,2021-07-30,Local comercial,comercial,,1,,,,,,173.60
105,102,detail,Andrade N° 266,0100010000000138--015--,0100010000000138--015--,0,0,138,15,-58.13613959,-32.22549388,automatic,verified_close,Residencial Sur,2021-07-22,vivienda multifamiliar,vivienda,4,,,,53.88,,,
106,103,detail,Calle Privada s/Nº - Los Bretes,0100010170030001--011--,0100010170030001--011--,17,3,1,11,-58.13125724,-32.24208735,automatic,missing_address_point,Ampliaciòn Actividad Turìstica Sur,2021-07-22,Vivienda unifamiliar,vivienda,,1,,,,,285.77,
107,104,detail,Chacabuco Nº 255,0100010000000153--002--,0100010000000153--002--,0,0,153,2,-58.14141762,-32.21821454,automatic,verified_close,,2021-07-22,Deptos.,deptos.,,6,,,,,191.62,
108,105,detail,Isabel Ortega s/N°,0100010063540004--009--,0100010063540004--009--,6,354,4,9,-58.16038875,-32.21267180,automatic,missing_address_point,Ampliación Actividad Turística Norte,2021-07-23,Vivienda unifamiliar,vivienda,1,,,,113.18,,,
109,106,detail,Calle Algarrobo s/N°,0100010112920000--025--,0100010112920000--025--,11,292,0,25,-58.17264104,-32.22915323,automatic,missing_address_point,Núcleo Urbano Ampliado,2021-07-26,Vivienda unifamiliar,vivienda,,1,,,,,217.67,
110,107,detail,Andrade Nº 377,0100010000000687--003--,0100010000000687--003--,0,0,687,3,-58.13492907,-32.22743851,automatic,verified_close,Residencial Sur,2021-07-27,Vivienda multifamiliar,vivienda,,,1,,,,253.11,
111,108,detail,Monteagudo Nº 298,0100010000000027--008--,0100010000000027--008--,0,0,27,8,-58.14291992,-32.23109869,automatic,verified_close,Urbana 1,2021-07-27,Vivienda unifamiliar,vivienda,1,1,,,38.39,,71.97,
112,109,detail,Juan Manuel de Rosas s/Nº,0100010052740000--015--,0100010052740000--015--,5,274,0,15,-58.18553880,-32.21822391,automatic,missing_address_point,Ampliaciòn Actividad Turìstica Norte,2021-07-27,Vivienda unifamiliar,vivienda,,1,,,,,79.97,
113,110,detail,Salta N° 331,0100010000000043--014--,0100010000000043--014--,0,0,43,14,-58.14959583,-32.22126971,automatic,verified_close,Urbana 1,2021-07-27,Vivienda multifamiliar,vivienda,2,,,,159.55,,,
114,111,detail,M. Moreno N° 1119,0100010000000370--009--,0100010000000370--009--,0,0,370,9,-58.15151335,-32.23226086,automatic,verified_close,Urbana 1,2021-07-28,Galpón / Depósito,galpón / depósito,1,,,,,71.47,,
115,112,detail,Sourigues N° 166,0100010000000098--004--,0100010000000098--004--,0,0,98,4,-58.14404338,-32.22120948,automatic,verified_close,Residencial Sur,2021-07-28,Vivienda multifamiliar,vivienda,,1,,,,,,
116,113,detail,Chañar esq Carlos Saavedra Lamas S/Nº,0100010063550008--008--,0100010063550008--008--,6,355,8,8,-58.16122374,-32.20988546,automatic,missing_address_point,Amplaición Actividad Turística Norte,2021-07-29,Vivienda unifamiliar,vivienda,,,1,,151.89,,,
117,114,detail,Ramírez Nº 421,0100010000000544--015--,0100010000000544--015--,0,0,544,15,-58.15271323,-32.22109503,automatic,verified_close,Urbana 1,2021-07-30,Galpón / Depósito,galpón / depósito,1,,,,,440.00,,
118,115,detail,Calle Privada s/N° - Los Bretes,0100010170030007--024--,0100010170030007--024--,17,3,7,24,-58.13026642,-32.24468388,automatic,missing_address_point,Ampliación Actividad Turística Sur,2021-07-30,Vivienda unifamiliar,vivienda,,1,,,,,105.89,
119,116,detail,Lote interno,0100010000000044--006--,0100010000000044--006--,0,0,44,6,-58.14840643,-32.22212352,automatic,missing_address_point,Núcleo Urbano Amliado,2021-08-02,Galpón / Depósito,galpón / depósito,1,,,,,238.95,,
120,117,detail,Calle Alberdi s/Nº esq. Brovatti,0100010112910000--004--,0100010112910000--004--,11,291,0,4,-58.17507078,-32.23480687,automatic,missing_address_point,Núcleo Urbano Ampliado,2021-08-02,Hotel de campo y anexos,turistico,,,,,,,,
121,118,detail,Artigas s/Nº,,,,,,,,,automatic,missing_both_points,Residencial Sur,2021-08-03,Vivienda multifamiliar,vivienda,,1,,,,,685.95,
