source_row_number,legajo_canonico,row_kind,raw_ubicacion,ncp,ncp_formatted,sec,gru,nmanz,nparc,lon,lat,geolocation_source,location_verification_status,zonificacion,fecha_de_visado,tipo,destino_uso,relevamiento_o_existente,a_contruir_obra_nueva,ampliacion_de_obra_existente,proyectado_no_iniciado,m_existentes_relevados_vivienda,m_existentes_relevados_local,m_a_construir_vivienda,m_a_construir_local
122,119,detail,Karai Yamandú s/N°,0100010112920000--021--,0100010112920000--021--,11,292,0,21,-58.17313744,-32.22931426,automatic,missing_address_point,Núcleo Urbano Ampliado,2021-08-06,Vivienda multifamiliar,vivienda,2,,,,83.93,,,
123,120,detail,Arrayane s/Nº,,,,,,,,,automatic,missing_both_points,Urbana 1,2021-08-06,Sede,sede,,,,,,,,140.73
124,121,detail,Chajá s/Nº,0100010112250003--005--,0100010112250003--005--,11,225,3,5,-58.18797918,-32.24829534,automatic,missing_address_point,Núcleo Urbano Ampliado,2021-08-17,Vivienda multifamiliar,vivienda,2,,,,123.21,,,
125,122,detail,Alvear Nº 21,0100010000000077--012--,0100010000000077--012--,0,0,77,12,-58.14355310,-32.22454477,automatic,verified_close,Centro,2021-08-18,Local comercial,comercial,1,,,,,452.87,,
126,123,detail,Juan Antonio Fernández s/Nº - San Juan I,0100010151110010--001--,0100010151110010--001--,15,111,10,1,-58.20770093,-32.26977181,automatic,missing_address_point,Quintas,2021-08-24,Vivienda multifamiliar,vivienda,1,,,,46.50,,,
127,124,detail,Calle Artalaz s/N°,0100010063410002--005--,0100010063410002--005--,6,341,2,5,-58.16176832,-32.21573050,automatic,missing_address_point,Ampliación actividad turística Norte,2021-08-24,Vivienda multifamiliar,vivienda,,4,,,,,151.26,
128,125,detail,Calle Pública s/Nº,0100010112270003--002--,0100010112270003--002--,11,227,3,2,-58.18966611,-32.23864996,automatic,missing_address_point,Núcleo Urbano Ampliado,2021-08-24,Vivienda unifamiliar,vivienda,1,,,,134.29,,,
129,126,detail,Salsipuedes s/N°,0100010123270006--001--,0100010123270006--001--,12,327,6,1,-58.16428446,-32.23148964,automatic,missing_address_point,Urbana,2021-08-24,Vivienda unifamiliar,vivienda,,1,,,,,110.49,
130,127,detail,Batalla de Cepeda Nº 236,0100010000000756--016--,0100010000000756--016--,0,0,756,16,-58.14699814,-32.21152708,automatic,verified_close,Residencial Norte,2021-08-26,Vivienda multifamiliar,vivienda,7,1,,,,,116.02,
131,128,detail,"Chacabuco N° 1240, 1244",0100010000000321--006--,0100010000000321--006--,0,0,321,6,-58.15720154,-32.23012051,automatic,verified_close,Urbana 2,2021-08-26,Vivienda unifamiliar + Local Comercial,vivienda,,5,,,,,371.00,
132,129,detail,Salsipuedes N° 288,0100010123270006--001--,0100010123270006--001--,12,327,6,1,-58.16428446,-32.23148964,automatic,missing_address_point,Urbana 2,2021-08-27,Vivienda unifamiliar,vivienda,,1,,,,,96.00,
133,130,detail,Noailles N° 580,0100010000000079--016--,0100010000000079--016--,0,0,79,16,-58.14130004,-32.22667018,automatic,verified_close,Residencial Sur,2021-08-27,Vivienda unifamiliar,vivienda,1,,,,41.60,,7.10,
134,131,detail,Chacabuco Nº 1131,0100010000000376--023--,0100010000000376--023--,0,0,376,23,-58.15552178,-32.22850771,automatic,verified_close,Urbana 2,2021-08-30,Vivienda unifamiliar,vivienda,1,,,,54.26,,,
135,132,detail,Roberto Román Faravello Nº 331 - Plano 68 Viv-Depto 50,0100010000000378--014--,0100010000000378--014--,0,0,378,14,-58.15705821,-32.22659357,automatic,missing_address_point,Urbana 1,2021-08-30,Vivienda multifamiliar,vivienda,,,1,,46.48,,,
136,133,detail,Calle Privada s/N° - Los Bretes,0100010170030004--030--,0100010170030004--030--,17,3,4,30,-58.13255361,-32.24444272,automatic,missing_address_point,Ampliación Actividad Turística Sur,2021-08-30,Vivienda unifamiliar,vivienda,,1,,,,,270.82,
137,134,detail,Sourigues Nº 166,0100010000000098--004--,0100010000000098--004--,0,0,98,4,-58.14404338,-32.22120948,automatic,verified_close,Residencial Norte,2021-08-30,Vivienda multifamiliar,vivienda,,1,,,,,723.57,
138,135,detail,"Ruta 130, km",0100010063550014--009--,0100010063550014--009--,6,355,14,9,-58.15983712,-32.20690760,automatic,missing_address_point,Actividad Turística Norte,2021-09-08,Vivienda multifamiliar,vivienda,1,,,,39.29,,,
139,136,detail,Hedda Beatriz Bachini N° 278,0100010123270002--004--,0100010123270002--004--,12,327,2,4,-58.15997171,-32.22981747,automatic,missing_address_point,Urbana 2,2021-09-08,Depósito,depósito,1,,,,,54.09,,
140,137,detail,Avda Urquiza N° 752,0100011030000023--001--,0100011030000023--001--,103,0,23,1,-58.23525693,-32.29641939,automatic,review_large_gap,Urbana 2,2021-09-09,Vivienda unifamiliar + Galpòn Depòsito,vivienda,2,,,,92.04,86.04,,
141,138,detail,Hedda Beatriz Bachini s/N°,0100010123270003--017--,0100010123270003--017--,12,327,3,17,-58.16165746,-32.23058872,automatic,missing_address_point,Urbana 2,2021-09-10,Vivienda unifamiliar + Local Comercial,vivienda,1,2,,,,,,89.79
142,139,detail,Sourigues Nº 184,0100010000000098--023--,0100010000000098--023--,0,0,98,23,-58.14424661,-32.22092434,automatic,verified_close,Residencial Norte,2021-09-10,Vivienda unifamiliar + Galpòn Depòsito,vivienda,1,1,,,72.72,,74.98,
143,140,detail,Echanis s/N° - Colonia Hugues,0100010000000021--003--,0100010000000021--003--,0,0,21,3,-58.14638415,-32.22664467,automatic,missing_address_point,Núcleo Urbano Ampliado,2021-09-14,Vivienda unifamiliar,vivienda,1,,,,91.58,,,
144,141,detail,San Martìn Nº 1180,0100010000000344--015--,0100010000000344--015--,0,0,344,15,-58.15379775,-32.23161393,automatic,verified_close,Urbana 1,2021-09-14,Vivienda multifamiliar + Local comercial,vivienda,4,,,,219.83,36.43,,
145,142,detail,Timbo N°,0100010113100004--006--,0100010113100004--006--,11,310,4,6,-58.16934589,-32.23193227,automatic,missing_address_point,Urbana 2,2021-09-14,Vivienda unifamiliar,vivienda,,1,,,,,203.50,
146,143,detail,Tala s/Nº - Barrio Uruguay-I,0100010162230001--003--,0100010162230001--003--,16,223,1,3,-58.18275533,-32.25403012,automatic,missing_address_point,Nucleo Urbano Ampliado,2021-09-15,Vivienda multifamiliar,vivienda,4,,1,,16.98,,,
147,146,detail,Chacabuco N° 425,0100010000000120--009--,0100010000000120--009--,0,0,120,9,-58.14396307,-32.22021339,automatic,verified_close,Residencial Norte,2021-09-21,Vivienda unifamiliar,vivienda,1,,,,54.94,,,
148,145,detail,M. Reibel N° 715,0100010000000032--008--,0100010000000032--008--,0,0,32,8,-58.14290941,-32.22863520,automatic,verified_close,Urbana,2021-09-20,Vivienda unifamiliar,vivienda,1,,,,110.86,,,
149,147,detail,Bvard Ferrari N° 757 esq. Leguizamón,0100010000000028--005--,0100010000000028--005--,0,0,28,5,-58.14168694,-32.23134712,automatic,verified_close,URBANA,2021-09-21,Local comercial + Vivienda unifamiliar + Galpón depósito,vivienda,3,,,,,56.50,,
150,148,detail,Leguizamón N° 119,0100010000000024--004--,0100010000000024--004--,0,0,24,4,-58.14486520,-32.22834178,automatic,verified_close,Urbana 1,2021-09-22,Vivienda unifamiliar,vivienda,,,1,,69.79,,,
151,149,detail,"Balcarce N° 331, 332",0100010000000151--013--,0100010000000151--013--,0,0,151,13,-58.14332285,-32.21675350,automatic,verified_close,Residencial Norte,2021-09-23,Vivienda unifamiliar + Local comercial,vivienda,2,,,,72.75,24.18,,
152,151,detail,Balcarce Nº 34,0100010000000144--002--,0100010000000144--002--,0,0,144,2,-58.13946245,-32.22132892,automatic,verified_close,CENTRO,2021-09-24,Vivienda multifamiliar + Local comercial,vivienda,3,,,,,,,
153,144,detail,"Ruta Nac. N° 130, km ..",0100010063540000--008--,0100010063540000--008--,6,354,0,8,-58.15753467,-32.21051904,automatic,missing_address_point,Ampliación Actividad Turística Norte,2021-09-20,Local Comercial,comercial,,1,,,,,,720.32
154,156,detail,Calle Privada Ibirapitá s/Nº - Los Bretes,0100010170030001--022--,0100010170030001--022--,17,3,1,22,-58.13339575,-32.24281054,automatic,missing_address_point,Ampliación Actividad Turística Sur,2021-10-01,Vivienda unifamiliar,vivienda,,1,,,,,186.96,
155,158,detail,"Alberdi N.º 102, 112 esq. Belgrano",0100010000000204--001--,0100010000000204--001--,0,0,204,1,-58.13904273,-32.21587270,automatic,verified_close,Prioridad Turística,2021-10-05,Vivienda multifamiliar,vivienda,,1,,,,,371.20,
156,164,detail,"Sarmiento 539, 541",0100010000000754--016--,0100010000000754--016--,0,0,754,16,-58.14554522,-32.21307824,automatic,verified_close,Residencial Norte,2021-10-18,Local Comercial + Galpon Deposito,comercial,1,,,,,116.20,,
157,159,detail,Calle Pública s/Nº,0100010123270005--001--,0100010123270005--001--,12,327,5,1,-58.16326041,-32.23081805,automatic,missing_address_point,Urbana,2021-10-06,Vivienda Multifamiliar,vivienda,,2,,,,,147.15,
158,163,detail,Calle Pública s/Nº,0100010113100002--034--,0100010113100002--034--,11,310,2,34,-58.16852960,-32.22915306,automatic,missing_address_point,Núcleo Urbano Ampliado,2021-10-15,Vivienda unifamiliar,vivienda,1,,,,180.39,,,
159,154,detail,Ñandubay esq Saavedra s/N° - Barrio Blanc,0100010063550006--001--,0100010063550006--001--,6,355,6,1,-58.16199864,-32.20933144,automatic,missing_address_point,Ampliación Actividad Turística Norte,2021-10-01,Vivienda unifamiliar,vivienda,,1,,,,,154.32,
160,150,detail,Vergniaud N° 20,0100010000000427--021--,0100010000000427--021--,0,0,427,21,-58.15078878,-32.22974272,automatic,missing_address_point,Urbana 1,2021-09-24,Vivienda unifamiliar,vivienda,,1,,,,,59.63,
161,161,detail,Jacaranda s/Nº - Los Bretes,0100010170030004--034--,0100010170030004--034--,17,3,4,34,-58.13236344,-32.24437709,automatic,missing_address_point,Ampliaciòn Actividad Turìstica Sur,2021-10-12,Vivienda unifamiliar,vivienda,,,1,,,,28.30,
162,157,detail,Karai Yamandú s/N°,0100010113100002--014--,0100010113100002--014--,11,310,2,14,-58.16752120,-32.22819283,automatic,missing_address_point,Núcleo Urbano Ampliado,2021-10-01,Vivienda unifamiliar,vivienda,,1,,,,,70.10,
163,153,detail,Houssay sN° esq Espinillo,0100010063550002--001--,0100010063550002--001--,6,355,2,1,-58.16159322,-32.20832193,automatic,missing_address_point,Ampliación de Actividad Turística Norte,2021-10-01,Vivienda multifamiliar,vivienda,,3,,,,,151.13,
164,166,detail,Avda. Paysandú S/N°,0100010000000488--025--,0100010000000488--025--,0,0,488,25,-58.15537290,-32.22257047,automatic,missing_address_point,Urbana,2021-10-20,Vivienda unifamiliar,vivienda,1,,,,75.86,,,
165,152,detail,Calle Timbó s/N°,0100010113100003--011--,0100010113100003--011--,11,310,3,11,-58.16786132,-32.23236090,automatic,missing_address_point,URBANA 2,2021-10-01,Vivienda unifamiliar + piscina,vivienda,1,,,,250.50,,,
166,152,detail_continuation,,,,,,,,,,automatic,missing_both_points,,,,sin destino,,,,,,,,
167,152,detail_continuation,,,,,,,,,,automatic,missing_both_points,,,Galpón / Depósito,galpón / depósito,1,,,,,180.00,,
168,155,detail,Balcarce N° 552,0100010000000713--007--,0100010000000713--007--,0,0,713,7,-58.14714891,-32.21371868,automatic,verified_close,Residencial Norte,2021-10-01,Vivienda unifamiliar,vivienda,,,1,,,,101.92,
169,162,detail,Avda Los Lapachos - Los Bretes,0100010170030002--024--,0100010170030002--024--,17,3,2,24,-58.13473860,-32.24429507,automatic,missing_address_point,Ampliaciòn de Actividad Turìstica Norte,2021-10-13,Vivienda unifamiliar,vivienda,,1,,,,,210.06,
170,175,detail,Karai Yamandú s/N°,0100010113100002--030--,0100010113100002--030--,11,310,2,30,-58.16851904,-32.22850770,automatic,missing_address_point,Núcleo Urbano Ampliado,2021-11-03,Vivienda unifamiliar + Galpón,vivienda,1,,,,95.40,,,
171,160,detail,Calle Pública s/N°,0100010123270005--009--,0100010123270005--009--,12,327,5,9,-58.16313473,-32.23108252,automatic,missing_address_point,Urbana 2,2021-10-07,Vivienda unifamiliar,vivienda,,1,,,,,60.00,
172,165,detail,Calle Primeros Colonos s/N°,0100010063310000--027--,0100010063310000--027--,6,331,0,27,-58.17289896,-32.20949801,automatic,missing_address_point,Ampliación Actividad Turística Norte,2021-10-18,Vivienda multifamiliar,vivienda,5,,,,170.60,,,
173,172,detail,"Ruta N° 135, km ..",0100010102040000--006--,0100010102040000--006--,10,204,0,6,-58.19503421,-32.24536888,automatic,missing_address_point,,2021-10-29,Vivienda multifamiliar + Salón + Depósito,vivienda,7,,,,67.72,615.59,,
174,180,detail,Calle Privada s/N° - Los Bretes,,,,,,,,,automatic,missing_both_points,Ampliación Actividad Turística Sur,2021-11-11,Vivienda unifamiliar,vivienda,,,1,,,,2.25,
175,167,detail,Bolìvar Nº 220,0100010000000173--019--,0100010000000173--019--,0,0,173,19,-58.13867828,-32.21945160,automatic,verified_close,Centro,2021-10-22,Vivienda unifamiliar + Local comercial,vivienda,,,1,,20.90,,,41.39
176,168,detail,Avda. Los Lapachos s/N° - Los Bretes,0100010170030004--025--,0100010170030004--025--,17,3,4,25,-58.13440528,-32.24474004,automatic,missing_address_point,Ampliacion Actividad Turìstica Sur,2021-10-22,Vivienda unifamiliar,vivienda,,,1,,,,477.58,
177,174,detail,Avda. Quiros esq M. Moreno,0100010000000224--003--,0100010000000224--003--,0,0,224,3,-58.13308543,-32.21908261,automatic,missing_address_point,Prioridad Turística,2021-11-02,Apart Hotel,turistico,,1,,,,,583.97,
178,169,detail,Vergniaud Nº e/ San Martín y 12 de Abril,0100010000000427--002--,0100010000000427--002--,0,0,427,2,-58.15096292,-32.22954325,automatic,review_large_gap,Urbana,2021-10-26,Local comercial,comercial,,1,,,,,,222.25
179,171,detail,Tucumán N° esq Güemes N° 251,0100010000000081--017--,0100010000000081--017--,0,0,81,17,-58.13975800,-32.22792447,automatic,review_large_gap,Residencial Sur,2021-10-28,Vivienda unifamiliar,vivienda,,1,,,119.67,,,
180,170,detail,Araujo Penón N° 02,0100010000000349--008--,0100010000000349--008--,0,0,349,8,-58.15741668,-32.22834711,automatic,review_large_gap,Urbana 2,2021-10-27,Vviienda unifamiliar,vviienda unifamiliar,2,,,,128.20,,,
181,178,detail,Dr. Favaloro Nº 392,0100010000000682--009--,0100010000000682--009--,0,0,682,9,-58.13184479,-32.23123323,automatic,missing_address_point,Residencial Sur,2021-11-10,Vivienda unifamiliar,vivienda,1,,,,42.01,,,
182,211,detail,Cipriano Berìn Nº,0100010000000503--012--,0100010000000503--012--,0,0,503,12,-58.14642019,-32.23048075,automatic,missing_address_point,Urbana 1,2021-12-27,Vivienda multifamiliar,vivienda,,5,,,,,375.30,
183,212,detail,Karai Yamandú s/N°,0100010113100002--021--,0100010113100002--021--,11,310,2,21,-58.16701291,-32.22793627,automatic,missing_address_point,Núcleo Urbano Ampliado,2021-12-27,Vivienda multifamiliar,vivienda,4,,,,319.65,,,
184,213,detail,Calle Chajá s/N° esq. Calle Pública,0100010112250003--012--,0100010112250003--012--,11,225,3,12,-58.18757104,-32.24834198,automatic,missing_address_point,Núcleo Urbano Ampliado,2021-12-27,Vivienda multifamiliar,vivienda,2,,,,152.81,,,
185,173,detail,Santa Cruz N° 195,0100010000000430--036--,0100010000000430--036--,0,0,430,36,-58.15375456,-32.22763432,automatic,verified_close,Urbana,2021-11-02,Vivienda multifamiliar,vivienda,2,,,,192.29,,,
186,179,detail,Calle Publica s/N°,0100010102030000--013--,0100010102030000--013--,10,203,0,13,-58.19179784,-32.24646376,automatic,missing_address_point,Zona de Quintas,2021-11-10,Galpón depósito,galpón depósito,2,,,,,170.26,,
187,183,detail,Calle Progreso s/Nº,0100010113100002--019--,0100010113100002--019--,11,310,2,19,-58.16743738,-32.22926811,automatic,missing_address_point,Núcleo Urbano Ampliado,2021-11-12,Vivienda multifamiliar,vivienda,,3,,,,,214.84,
188,177,detail,Bernard Nº 490,0100010000000645--011--,0100010000000645--011--,0,0,645,11,-58.13502019,-32.23098372,automatic,verified_close,Urbano,2021-11-09,Vivienda Multifamiliar,vivienda,,2,,,,,75.25,
189,187,detail,Pte. Perón N° 33,0100010000000088--006--,0100010000000088--006--,0,0,88,6,-58.14310335,-32.22394089,automatic,verified_close,CENTRO,2021-11-18,Vivienda unifamiliar + Local comercial,vivienda,2,,,,39.13,38.54,,
190,176,detail,Combatientes de Malvinas Nº 435,0100010000000672--001--,0100010000000672--001--,0,0,672,1,-58.14921109,-32.21402036,automatic,verified_nearby,Residencial Norte,2021-11-05,Vivienda unifamiliar,vivienda,1,,,,93.31,,,
191,181,detail,Calle Pública s/N°,0100010170020000--153--,0100010170020000--153--,17,2,0,153,-58.13975798,-32.24779011,automatic,missing_address_point,Ampliación Actividad Turística Sur,2021-11-11,Vivienda unifamiliar,vivienda,,1,,,,,59.68,
192,185,detail,Calle Privada s/Nº - Los Bretes,0100010170030002--012--,0100010170030002--012--,17,3,2,12,-58.13317564,-32.24366044,automatic,missing_address_point,Ampliación Actividad Turística Sur,2021-11-15,Vivienda unifamiliar + Piscina,vivienda,,,1,,,,,
193,189,detail,Las Piedras n° 265,0100011020270338--018--,0100011020270338--018--,102,27,338,18,-58.14971686,-32.23530657,automatic,verified_close,Urbana 2,2021-11-15,Vivienda unifamiliar,vivienda,,1,,,,,105.75,
194,191,detail,Juan Manuel de Rosas s/N°  esq. Juan Larrea,0100010063300000--021--,0100010063300000--021--,6,330,0,21,-58.16869556,-32.21355136,automatic,missing_address_point,Ampliacion Actividad Turistica Norte,2021-11-24,Vivienda multifamiliar,vivienda,4,,,,244.15,,,
195,184,detail,Los Lapachos s/N° - Los Bretes,0100010170030003--008--,0100010170030003--008--,17,3,3,8,-58.13144916,-32.24305384,automatic,missing_address_point,Ampliacion Actividad Turistica Sur,,Vivienda unifamiliar,vivienda,,1,,,,,133.99,
196,199,detail,Bolívar N° 163,0100010000000183--005--,0100010000000183--005--,0,0,183,5,-58.13812408,-32.21841991,automatic,verified_close,Centro,2021-12-03,Vivienda multifamiliar,vivienda,2,,,,78.06,,,
197,182,detail,Díaz Velez N°,0100010123270006--005--,0100010123270006--005--,12,327,6,5,-58.16491368,-32.23167820,automatic,missing_address_point,Urbana 2,2021-11-11,Vivienda unifamiliar,vivienda,,1,,,,,54.54,
198,198,detail,Salta N° 88,0100010000000037--019--,0100010000000037--019--,0,0,37,19,-58.14650125,-32.22504999,automatic,verified_close,URBANA 1,2021-12-02,Vivienda unifamiliar,vivienda,1,,,,50.70,,,
199,201,detail,Ruta Nac. N° 135,0100010102040000--010--,0100010102040000--010--,10,204,0,10,-58.19205274,-32.24438124,automatic,missing_address_point,QUINTAS,2021-12-06,Galpón / Depósito,galpón / depósito,1,,,,300.00,,,
200,200,detail,Balcarce N° 392,0100010000000709--019--,0100010000000709--019--,0,0,709,19,-58.14450020,-32.21618276,automatic,verified_close,,2021-12-03,Vivienda multifamiliar,vivienda,2,,,,153.18,,,
201,186,detail,Avda. Paysandú N° 682,0100010000000578--003--,0100010000000578--003--,0,0,578,3,-58.15113066,-32.21957087,automatic,verified_close,Urbana 2,2021-11-17,Vivienda unifamiliar,vivienda,,1,,,,,62.22,
202,188,detail,Calle Privada s/Nº - Los Bretes,0100010170030003--010--,0100010170030003--010--,17,3,3,10,-58.13034647,-32.24189849,automatic,missing_address_point,Ampliaciòn Actividad Turìstica Sur,2021-11-18,Vivienda unifamiliar,vivienda,,,1,,14.70,,,
203,190,detail,Alberdi N°,0100010113100003--006--,0100010113100003--006--,11,310,3,6,-58.16780756,-32.23271961,automatic,missing_address_point,Nucleo Urbano Ampliado,2021-11-19,Vivienda unifamiliar,vivienda,,1,,,,,124.26,
204,193,detail,Calle Pùblica s/Nº,0100010170020000--095--,0100010170020000--095--,17,2,0,95,-58.13794229,-32.24759726,automatic,missing_address_point,Ampliaciòn Actividad Turìstica,2021-11-25,Vivienda unifamiliar,vivienda,,1,,,,,59.42,
205,192,detail,Alvear Nº,0100010000000616--014--,0100010000000616--014--,0,0,616,14,-58.15075518,-32.21728417,automatic,missing_address_point,Residencial Sur,2021-11-25,Vivienda unifamiliar,vivienda,,1,,,,,60.00,
206,195,detail,Calle Pública s/N°,0100010113100003--027--,0100010113100003--027--,11,310,3,27,-58.16658095,-32.23024236,automatic,missing_address_point,Núcleo Urbano Ampliado,2021-12-01,Vivienda multifamiliar,vivienda,2,,,,381.36,,,
207,194,detail,Calle Hornero s/Nº,0100010112470008--001--,0100010112470008--001--,11,247,8,1,-58.18093064,-32.24683903,automatic,missing_address_point,Núcleo Urbano Ampliado,2021-12-01,Vivienda unifamiliar,vivienda,,1,,,,,327.03,
208,196,detail,Calle Pública s/N°,0100010152010000--005--,0100010152010000--005--,15,201,0,5,-58.18606625,-32.25687942,automatic,missing_address_point,Zona de Quintas,2021-12-01,Vivienda unifamiliar,vivienda,1,,,,146.45,,,
209,197,detail,Ibirapitá s/N°,0100010113100003--030--,0100010113100003--030--,11,310,3,30,-58.16747946,-32.23086021,automatic,missing_address_point,Núcleo Urbano Ampliado,2021-12-02,Vivienda multifamiliar,vivienda,4,,,,337.19,,,
210,216,detail,Avda. Gral. Urquiza N° 1186,0100010000000342--002--,0100010000000342--002--,0,0,342,2,-58.15269984,-32.23312734,automatic,verified_close,Urbanizada,2021-12-27,Vivienda multifamiliar,vivienda,,2,,,,,116.05,
211,203,detail,Echagüe s/N° esq Walser,0100010000000007--007--,0100010000000007--007--,0,0,7,7,-58.14697036,-32.22806822,automatic,missing_address_point,Núcleo Urbano Ampliado (Colonia Hugues),2021-12-15,Vivienda unifamiliar,vivienda,1,,,,205.60,,,
212,205,detail,Calle Pública s/N°,0100010151810003--005--,0100010151810003--005--,15,181,3,5,-58.19481379,-32.25656789,automatic,missing_address_point,Núcleo Urbano Ampliado,2021-12-16,Vivienda multifamiliar,vivienda,1,,,,61.71,,,
213,220,detail,Calle Pública s/Nº,0100010113100003--045--,0100010113100003--045--,11,310,3,45,-58.16796068,-32.23251379,automatic,missing_address_point,Nucleo Urbano Ampliado,2021-12-28,Vivienda unifamiliar,vivienda,,1,,,,,174.41,
214,202,detail,Calle Píblica s/N°,0100010063430000--003--,0100010063430000--003--,6,343,0,3,-58.16523153,-32.20993396,automatic,missing_address_point,Ampliación Actividad Turística Norte,2021-12-14,Vivienda unifamiliar,vivienda,1,,,,190.66,,,
215,209,detail,Evita Nº 368,0100010000000683--019--,0100010000000683--019--,0,0,683,19,-58.13227169,-32.23024623,automatic,verified_close,Residencial Sur,2021-12-21,Vivienda multifamiliar,vivienda,5,,,,38.11,,,
216,207,detail,Conte Grand N° 413,0100011010480408--006--,0100011010480408--006--,101,48,408,6,-58.15788128,-32.22487987,automatic,verified_close,Urbana 2,2021-12-20,Vivienda unifamiliar,vivienda,1,,,,166.39,,,
217,206,detail,"Bvard. Gaillard Nº 786, 788, 794 (antes 800), y Ramirez Nº 343",0100010000000015--017--,0100010000000015--017--,0,0,15,17,-58.15157710,-32.22238606,automatic,verified_close,Urbana,2021-12-17,Vivienda multifamiliar + Locales comericales,vivienda,6,,,,173.40,135.87,,
218,215,detail,"M. Moreno Nº 712, 714",0100010000000033--022--,0100010000000033--022--,0,0,33,22,-58.14419783,-32.22752649,automatic,verified_close,Urbana 1,2021-12-27,Vivienda multifamiliar + Local comercial,vivienda,,5,,,,,317.53,48.69
219,214,detail,Calle Privada s/Nº - Los Bretes,0100010180030000--001--,0100010180030000--001--,18,3,0,1,-58.21331902,-32.29053880,automatic,missing_address_point,Ampliación Actividad Turística Sur,2021-12-27,Garita de control acceso,garita de control acceso,,1,,,,,,25.79
220,218,detail,Calle Pública s/Nº,0100010112680001--009--,0100010112680001--009--,11,268,1,9,-58.17485880,-32.24088998,automatic,missing_address_point,Núcleo Urbano Ampliado,2021-12-27,Vivienda multifamiliar,vivienda,2,,,,76.02,,,
221,225,detail,"Moreno Nº 753 esq Leguizamón N° 91, 97",0100010000000023--003--,0100010000000023--003--,0,0,23,3,-58.14518397,-32.22779971,automatic,verified_close,Urbana,2021-12-30,Vivienda multifamiliar + Local comercial,vivienda,3,,1,,119.91,22.75,,
222,221,detail,Calle Pública s/N°,0100010063310003--003--,0100010063310003--003--,6,331,3,3,-58.17034426,-32.21073453,automatic,missing_address_point,Ampliación turística norte,2021-12-29,Vivienda unifamiliar + Local Comercial,vivienda,2,,,,89.30,91.97,,
223,219,detail,Rocamora s/N°  875,0100010000000515--011--,0100010000000515--011--,0,0,515,11,-58.15409957,-32.22240547,automatic,verified_close,Urbana 1,2021-12-28,Vivienda unifamiliar,vivienda,,1,,,,,79.21,
224,204,detail,"Balcarce Nº 66, 74",0100010000000145--004--,0100010000000145--004--,0,0,145,4,-58.13992634,-32.22078901,automatic,verified_close,Centro,2021-12-16,"Local Comercia, Depòsito",comercial,1,,,,,81.87,,
225,210,detail,Vergniaud Nº 416,0100011010620435--019--,0100011010620435--019--,101,62,435,19,-58.15648444,-32.22401340,automatic,missing_address_point,Urbana 2,2021-12-23,Vivienda unifamiliar,vivienda,,1,,,,,66.15,
226,217,detail,Cabo Pereyra N° 621,0100011010360356--010--,0100011010360356--010--,101,36,356,10,-58.16240310,-32.22305284,automatic,verified_close,Urbana 2,2021-12-27,Vivienda multifamiliar,vivienda,,2,,,,,138.34,
227,223,detail,Calle Pública s/N°,0100010063310000--029--,0100010063310000--029--,6,331,0,29,-58.17170501,-32.21332881,automatic,missing_address_point,Ampliación turística sur,2021-12-30,Vivienda unifamiliar,vivienda,,1,,,,,63.56,
228,222,detail,A. Penòn Nº 427,0100011010340326--012--,0100011010340326--012--,101,34,326,12,-58.16043781,-32.22693416,automatic,verified_nearby,Urbana 2,2021-12-30,Vivienda unifamiliar,vivienda,1,,,,173.99,,,
229,224,detail,Bvard Ferrari N° 477,0100010000000108--007--,0100010000000108--007--,0,0,108,7,-58.13740375,-32.22818909,automatic,verified_close,Residencial Sur,2021-12-30,Vivienda multifamiliar,vivienda,3,,,,29.26,,,
